"Geslacht";"Positie in de werkkring";"Persoonskenmerken";"Thuiswerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Meestal of soms thuiswerken";"2021";"    1508"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Meestal of soms thuiswerken";"2022";"    1546"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Meestal of soms thuiswerken";"2023";"    1552"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Meestal thuiswerken";"2021";"     557"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Meestal thuiswerken";"2022";"     443"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Meestal thuiswerken";"2023";"     349"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Soms thuiswerken";"2021";"     951"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Soms thuiswerken";"2022";"    1103"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Soms thuiswerken";"2023";"    1203"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Niet thuiswerken";"2021";"    1384"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Niet thuiswerken";"2022";"    1468"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"Niet thuiswerken";"2023";"    1558"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Totaal";"2021";"    4800"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Totaal";"2022";"    4985"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Totaal";"2023";"    5064"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Meestal of soms thuiswerken";"2021";"    3095"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Meestal of soms thuiswerken";"2022";"    3152"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Meestal of soms thuiswerken";"2023";"    3149"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Meestal thuiswerken";"2021";"    1167"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Meestal thuiswerken";"2022";"     916"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Meestal thuiswerken";"2023";"     772"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Soms thuiswerken";"2021";"    1929"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Soms thuiswerken";"2022";"    2237"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Soms thuiswerken";"2023";"    2377"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Niet thuiswerken";"2021";"    1705"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Niet thuiswerken";"2022";"    1832"
"Totaal mannen en vrouwen";"Totaal";"Arbeidsduur: voltijd";"Niet thuiswerken";"2023";"    1915"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Totaal";"2021";"     674"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Totaal";"2022";"     713"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Totaal";"2023";"     724"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Meestal of soms thuiswerken";"2021";"     475"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Meestal of soms thuiswerken";"2022";"     469"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Meestal of soms thuiswerken";"2023";"     454"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Meestal thuiswerken";"2021";"      90"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Meestal thuiswerken";"2022";"      61"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Meestal thuiswerken";"2023";"      58"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Soms thuiswerken";"2021";"     385"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Soms thuiswerken";"2022";"     408"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Soms thuiswerken";"2023";"     396"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Niet thuiswerken";"2021";"     199"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Niet thuiswerken";"2022";"     244"
"Totaal mannen en vrouwen";"Totaal";"01 Pedagogische beroepen";"Niet thuiswerken";"2023";"     270"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Totaal";"2021";"     249"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Totaal";"2022";"     251"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Totaal";"2023";"     243"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Meestal of soms thuiswerken";"2021";"     219"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Meestal of soms thuiswerken";"2022";"     217"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Meestal of soms thuiswerken";"2023";"     212"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Meestal thuiswerken";"2021";"     116"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Meestal thuiswerken";"2022";"      98"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Meestal thuiswerken";"2023";"      90"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Soms thuiswerken";"2021";"     103"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Soms thuiswerken";"2022";"     119"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Soms thuiswerken";"2023";"     121"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Niet thuiswerken";"2021";"      29"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Niet thuiswerken";"2022";"      34"
"Totaal mannen en vrouwen";"Totaal";"02 Creatieve en taalkundige beroepen";"Niet thuiswerken";"2023";"      31"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Totaal";"2021";"    1078"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Totaal";"2022";"    1085"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Totaal";"2023";"    1092"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Meestal of soms thuiswerken";"2021";"     521"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Meestal of soms thuiswerken";"2022";"     509"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Meestal of soms thuiswerken";"2023";"     507"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Meestal thuiswerken";"2021";"     228"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Meestal thuiswerken";"2022";"     169"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Meestal thuiswerken";"2023";"     138"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Soms thuiswerken";"2021";"     293"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Soms thuiswerken";"2022";"     340"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Soms thuiswerken";"2023";"     369"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Niet thuiswerken";"2021";"     558"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Niet thuiswerken";"2022";"     576"
"Totaal mannen en vrouwen";"Totaal";"03 Commerciële beroepen";"Niet thuiswerken";"2023";"     584"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Totaal";"2021";"    1783"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Totaal";"2022";"    1826"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Totaal";"2023";"    1800"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Meestal of soms thuiswerken";"2021";"    1360"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Meestal of soms thuiswerken";"2022";"    1364"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Meestal of soms thuiswerken";"2023";"    1331"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Meestal thuiswerken";"2021";"     638"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Meestal thuiswerken";"2022";"     494"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Meestal thuiswerken";"2023";"     395"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Soms thuiswerken";"2021";"     722"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Soms thuiswerken";"2022";"     870"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Soms thuiswerken";"2023";"     936"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Niet thuiswerken";"2021";"     423"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Niet thuiswerken";"2022";"     462"
"Totaal mannen en vrouwen";"Totaal";"04 Bedrijfseconomische en administrat...";"Niet thuiswerken";"2023";"     470"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Totaal";"2021";"     467"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Totaal";"2022";"     508"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Totaal";"2023";"     549"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Meestal of soms thuiswerken";"2021";"     388"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Meestal of soms thuiswerken";"2022";"     422"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Meestal of soms thuiswerken";"2023";"     452"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Meestal thuiswerken";"2021";"      92"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Meestal thuiswerken";"2022";"      70"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Meestal thuiswerken";"2023";"      60"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Soms thuiswerken";"2021";"     295"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Soms thuiswerken";"2022";"     353"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Soms thuiswerken";"2023";"     392"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Niet thuiswerken";"2021";"      80"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Niet thuiswerken";"2022";"      86"
"Totaal mannen en vrouwen";"Totaal";"05 Managers";"Niet thuiswerken";"2023";"      97"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Totaal";"2021";"     318"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Totaal";"2022";"     318"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Totaal";"2023";"     331"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Meestal of soms thuiswerken";"2021";"     224"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Meestal of soms thuiswerken";"2022";"     222"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Meestal of soms thuiswerken";"2023";"     226"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Meestal thuiswerken";"2021";"      94"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Meestal thuiswerken";"2022";"      74"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Meestal thuiswerken";"2023";"      56"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Soms thuiswerken";"2021";"     130"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Soms thuiswerken";"2022";"     148"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Soms thuiswerken";"2023";"     170"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Niet thuiswerken";"2021";"      94"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Niet thuiswerken";"2022";"      96"
"Totaal mannen en vrouwen";"Totaal";"06 Openbaar bestuur, veiligheid en ju...";"Niet thuiswerken";"2023";"     105"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Totaal";"2021";"    1268"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Totaal";"2022";"    1313"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Totaal";"2023";"    1342"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Meestal of soms thuiswerken";"2021";"     511"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Meestal of soms thuiswerken";"2022";"     533"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Meestal of soms thuiswerken";"2023";"     528"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Meestal thuiswerken";"2021";"     154"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Meestal thuiswerken";"2022";"     117"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Meestal thuiswerken";"2023";"      93"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Soms thuiswerken";"2021";"     357"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Soms thuiswerken";"2022";"     415"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Soms thuiswerken";"2023";"     436"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Niet thuiswerken";"2021";"     756"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Niet thuiswerken";"2022";"     781"
"Totaal mannen en vrouwen";"Totaal";"07 Technische beroepen";"Niet thuiswerken";"2023";"     814"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Totaal";"2021";"     503"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Totaal";"2022";"     526"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Totaal";"2023";"     514"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Meestal of soms thuiswerken";"2021";"     462"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Meestal of soms thuiswerken";"2022";"     486"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Meestal of soms thuiswerken";"2023";"     470"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Meestal thuiswerken";"2021";"     270"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Meestal thuiswerken";"2022";"     247"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Meestal thuiswerken";"2023";"     208"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Soms thuiswerken";"2021";"     193"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Soms thuiswerken";"2022";"     240"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Soms thuiswerken";"2023";"     262"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Niet thuiswerken";"2021";"      41"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Niet thuiswerken";"2022";"      40"
"Totaal mannen en vrouwen";"Totaal";"08 ICT beroepen";"Niet thuiswerken";"2023";"      45"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Totaal";"2021";"     164"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Totaal";"2022";"     158"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Totaal";"2023";"     164"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Meestal of soms thuiswerken";"2021";"      69"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Meestal of soms thuiswerken";"2022";"      71"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Meestal of soms thuiswerken";"2023";"      69"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Meestal thuiswerken";"2021";"      49"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Meestal thuiswerken";"2022";"      47"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Meestal thuiswerken";"2023";"      42"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Soms thuiswerken";"2021";"      20"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Soms thuiswerken";"2022";"      24"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Soms thuiswerken";"2023";"      27"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Niet thuiswerken";"2021";"      96"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Niet thuiswerken";"2022";"      87"
"Totaal mannen en vrouwen";"Totaal";"09 Agrarische beroepen";"Niet thuiswerken";"2023";"      94"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Totaal";"2021";"    1307"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Totaal";"2022";"    1331"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Totaal";"2023";"    1418"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Meestal of soms thuiswerken";"2021";"     576"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Meestal of soms thuiswerken";"2022";"     590"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Meestal of soms thuiswerken";"2023";"     629"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Meestal thuiswerken";"2021";"     109"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Meestal thuiswerken";"2022";"      90"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Meestal thuiswerken";"2023";"      81"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Soms thuiswerken";"2021";"     467"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Soms thuiswerken";"2022";"     500"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Soms thuiswerken";"2023";"     548"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Niet thuiswerken";"2021";"     731"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Niet thuiswerken";"2022";"     741"
"Totaal mannen en vrouwen";"Totaal";"10 Zorg en welzijn beroepen";"Niet thuiswerken";"2023";"     788"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Totaal";"2021";"     695"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Totaal";"2022";"     775"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Totaal";"2023";"     805"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Meestal of soms thuiswerken";"2021";"     119"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Meestal of soms thuiswerken";"2022";"     119"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Meestal of soms thuiswerken";"2023";"     118"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Meestal thuiswerken";"2021";"      49"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Meestal thuiswerken";"2022";"      42"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Meestal thuiswerken";"2023";"      42"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2021";"      70"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2022";"      77"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2023";"      76"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2021";"     576"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2022";"     656"
"Totaal mannen en vrouwen";"Totaal";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2023";"     687"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Totaal";"2021";"     638"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Totaal";"2022";"     650"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Totaal";"2023";"     651"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2021";"      32"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2022";"      37"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2023";"      34"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2021";"       8"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2022";"      10"
"Totaal mannen en vrouwen";"Totaal";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2023";"       6"
