"Geslacht";"Thuiswerker";"Positie werkkring";"Persoonskenmerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2014";"     294"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2015";"     308"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2016";"     283"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2017";"     292"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2018";"     279"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2019";"     314"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2020";"     317"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2013";"     138"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2014";"     143"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2015";"     137"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2016";"     139"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2017";"     146"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2018";"     138"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2019";"     143"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2020";"     147"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2013";"     795"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2014";"     819"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2015";"     832"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2016";"     877"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2017";"     915"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2018";"     971"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2019";"    1067"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2020";"    1166"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2013";"    1769"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2014";"    1776"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2015";"    1838"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2016";"    1863"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2017";"    1941"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2018";"    2004"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2019";"    2119"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Arbeidsduur: voltijd";"2020";"    2191"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2013";"     225"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2014";"     210"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2015";"     223"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2016";"     224"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2017";"     204"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2018";"     213"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2019";"     208"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 1 laag";"2020";"     201"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2013";"     858"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2014";"     874"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2015";"     863"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2016";"     872"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2017";"     891"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2018";"     929"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2019";"    1017"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2020";"    1003"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2013";"    1743"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2014";"    1799"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2015";"    1884"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2016";"    1910"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2017";"    2040"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2018";"    2099"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2019";"    2254"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: 3 hoog";"2020";"    2447"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2013";"      21"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2014";"       6"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2015";"       8"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2016";"      16"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2017";"      14"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2018";"      13"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2019";"      21"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2020";"      22"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2013";"     105"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2014";"     107"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2015";"     111"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2016";"     106"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2017";"     118"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2018";"     120"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2019";"     144"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 15 tot 25 jaar";"2020";"     155"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2013";"    1404"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2014";"    1389"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2015";"    1422"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2016";"    1433"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2017";"    1471"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2018";"    1547"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2019";"    1622"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 45 jaar";"2020";"    1712"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2013";"     589"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2014";"     596"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2015";"     638"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2016";"     643"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2017";"     687"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2018";"     722"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2019";"     767"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 25 tot 35 jaar";"2020";"     838"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2013";"     815"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2014";"     793"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2015";"     783"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2016";"     791"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2017";"     784"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2018";"     824"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2019";"     855"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 35 tot 45 jaar";"2020";"     874"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2013";"     783"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2014";"     817"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2015";"     841"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2016";"     868"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2017";"     883"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2018";"     886"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2019";"     951"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 55 jaar";"2020";"     961"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2013";"    1339"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2014";"    1394"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2015";"    1446"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2016";"    1483"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2017";"    1559"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2018";"    1587"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2019";"    1734"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 45 tot 75 jaar";"2020";"    1807"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2013";"     487"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2014";"     496"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2015";"     532"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2016";"     540"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2017";"     579"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2018";"     612"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2019";"     677"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 55 tot 65 jaar";"2020";"     723"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2013";"      69"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2014";"      81"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2015";"      72"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2016";"      75"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2017";"      96"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2018";"      88"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2019";"     106"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Leeftijd: 65 tot 75 jaar";"2020";"     123"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2013";"     418"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2014";"     441"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2015";"     436"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2016";"     473"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2017";"     471"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2018";"     489"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2019";"     559"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: alleenstaande";"2020";"     595"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2013";"    1503"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2014";"    1522"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2015";"    1558"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2016";"    1589"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2017";"    1641"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2018";"    1678"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2019";"    1802"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder";"2020";"    1854"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2013";"     102"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2014";"     102"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2015";"     108"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2016";"     117"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2017";"     116"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2018";"     132"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2019";"     137"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: ouder in éénouderhuishouden";"2020";"     158"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2013";"    2221"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2014";"    2241"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2015";"    2316"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2016";"    2311"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2017";"    2429"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2018";"    2485"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2019";"    2640"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar";"2020";"    2718"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2013";"    1401"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2014";"    1419"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2015";"    1450"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2016";"    1472"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2017";"    1525"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2018";"    1547"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2019";"    1665"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar met kind";"2020";"    1695"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2013";"     820"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2014";"     822"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2015";"     866"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2016";"     839"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2017";"     904"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2018";"     938"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2019";"     975"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: partner in paar, geen kind";"2020";"    1023"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2013";"      71"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2014";"      70"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2015";"      73"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2016";"      73"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2017";"      79"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2018";"      82"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2019";"     103"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind";"2020";"     126"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2013";"      61"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2014";"      59"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2015";"      63"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2016";"      65"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2017";"      73"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2018";"      76"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2019";"      94"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind >= 18 jaar";"2020";"     122"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2013";"       9"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2014";"      11"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2015";"      10"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2016";"       8"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2017";"       7"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2018";"       7"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2019";"       9"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: kind < 18 jaar";"2020";"       4"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2013";"      36"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2014";"      35"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2015";"      45"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2016";"      47"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2017";"      53"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2018";"      66"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2019";"      60"
"Totaal mannen en vrouwen";"Thuiswerker";"Totaal";"Positie: overig lid";"2020";"      75"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2013";"    1060"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2014";"    1095"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2015";"    1142"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2016";"    1145"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2017";"    1205"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2018";"    1241"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2019";"    1280"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Totaal personen";"2020";"    1606"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: deeltijd";"2013";"     430"
