Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;Ritten per persoon per dag (gemiddeld) (aantal);Afgelegde afstand per rit (gemiddeld) (km);Reisduur per rit (Minuten)
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;    0.12;    0.78;    9.62
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;    0.16;    0.77;    9.29
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;    0.18;    0.73;    8.47
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;    0.18;    0.70;    8.12
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;    0.19;    0.70;    8.32
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;    0.09;    0.72;    9.08
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;    0.10;    0.76;    9.46
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;    0.14;    0.75;    9.94
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;    0.16;    0.73;    9.96
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;1999*;    0.30;    1.75;   26.04
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2003*;    0.28;    1.80;   26.53
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2007*;    0.29;    1.89;   26.59
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2011*;    0.26;    1.87;   26.30
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2015*;    0.27;    1.91;   27.53
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2019*;    0.25;    1.90;   26.91
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2020*;    0.28;    2.40;   34.17
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2021*;    0.34;    2.51;   36.45
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2022*;    0.33;    2.13;   31.68
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Vrije tijd;Waarde;2023*;    0.31;    2.02;   30.37
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;1999*;    0.08;    0.92;   12.10
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2003*;    0.07;    0.83;   11.31
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2011*;    0.06;    0.82;   10.35
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2019*;    0.05;    0.78;    9.88
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2020*;    0.05;    0.74;    9.80
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2021*;    0.05;    0.80;   10.51
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2022*;    0.05;    0.77;   10.39
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Overige reismotieven;Waarde;2023*;    0.05;    0.78;   10.45
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;1999*;    0.19;   12.74;   29.12
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2003*;    0.16;   13.35;   29.11
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2007*;    0.15;   13.15;   30.00
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2011*;    0.14;   13.16;   29.29
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2015*;    0.13;   13.27;   28.72
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2019*;    0.12;   12.77;   27.25
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2020*;    0.10;    8.94;   25.43
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2021*;    0.12;    9.58;   27.83
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2022*;    0.12;   10.65;   26.49
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Totaal;Waarde;2023*;    0.12;   10.62;   26.09
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;1999*;    0.08;   13.27;   24.31
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2003*;    0.07;   13.55;   23.67
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2011*;    0.05;   14.51;   25.11
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2019*;    0.05;   14.61;   24.83
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2020*;    0.03;   10.35;   21.03
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2021*;    0.04;   11.92;   22.88
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2022*;    0.04;   13.68;   23.71
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2023*;    0.04;   12.22;   23.07
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2021*;    0.02;    3.32;   13.63
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;    0.02;    9.42;   25.46
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;1999*;    0.06;   11.86;   40.46
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2003*;    0.05;   12.72;   39.99
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2007*;    0.05;   13.10;   40.85
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2011*;    0.04;   13.03;   39.00
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2015*;    0.04;   13.46;   38.54
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2019*;    0.04;   13.88;   35.47
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2020*;    0.03;    8.47;   37.34
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2021*;    0.04;    9.56;   40.69
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2022*;    0.04;   10.41;   35.82
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2023*;    0.04;   10.98;   34.98
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;1999*;    0.02;   20.61;   29.42
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2021*;    0.02;   11.26;   24.15
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;1999*;    2.88;   11.82;   26.89
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2003*;    2.85;   12.02;   26.75
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2007*;    2.80;   12.08;   26.91
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2011*;    2.73;   12.27;   26.65
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2015*;    2.76;   12.53;   26.93
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2019*;    2.77;   13.01;   26.83
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2020*;    2.40;   10.76;   26.88
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2021*;    2.56;   11.15;   28.57
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2022*;    2.77;   11.45;   27.27
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Totaal;Waarde;2023*;    2.84;   11.91;   26.97
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;1999*;    0.24;   13.41;   24.55
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2003*;    0.28;   14.03;   24.56
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2007*;    0.36;   14.82;   25.05
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2011*;    0.45;   15.02;   24.71
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2015*;    0.55;   15.77;   24.81
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2019*;    0.63;   16.45;   25.14
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2020*;    0.45;   15.11;   23.54
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2021*;    0.46;   15.73;   24.32
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2022*;    0.54;   16.24;   25.05
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Van en naar het werk;Waarde;2023*;    0.58;   16.45;   25.57
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;1999*;    0.95;    4.88;   15.83
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2003*;    0.91;    5.02;   15.44
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2007*;    0.83;    5.14;   15.20
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2011*;    0.77;    5.09;   14.92
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2015*;    0.74;    5.08;   14.84
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2019*;    0.70;    5.31;   14.61
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2020*;    0.67;    4.34;   12.92
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2021*;    0.69;    4.44;   13.50
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2022*;    0.72;    4.70;   13.81
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Winkelen, boodschappen doen;Waarde;2023*;    0.73;    5.01;   14.27
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;    0.03;   12.54;   21.62
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;    0.02;   12.86;   22.77
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;    0.02;   13.29;   23.63
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;1999*;    1.19;   15.03;   37.42
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2003*;    1.16;   15.23;   37.56
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2007*;    1.12;   15.11;   37.83
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2011*;    1.04;   15.21;   37.90
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2015*;    1.04;   15.25;   38.44
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2019*;    1.02;   15.43;   38.02
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2020*;    0.90;   12.46;   41.70
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2021*;    1.00;   12.94;   43.95
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2022*;    1.08;   13.02;   39.74
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Vrije tijd;Waarde;2023*;    1.09;   13.43;   38.25
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;1999*;    0.48;   16.75;   24.14
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2003*;    0.48;   16.31;   23.61
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2007*;    0.46;   15.11;   23.28
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2011*;    0.45;   15.11;   22.94
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2015*;    0.40;   14.91;   22.78
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2019*;    0.40;   14.83;   22.63
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2020*;    0.36;   12.90;   20.22
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2021*;    0.40;   12.93;   20.91
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2022*;    0.42;   12.85;   21.20
Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;Overige reismotieven;Waarde;2023*;    0.42;   13.49;   21.66
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;1999*;    0.94;   17.06;   25.24
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2003*;    0.98;   17.48;   25.27
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2007*;    0.99;   17.81;   25.50
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2011*;    0.97;   18.51;   25.74
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2015*;    1.00;   18.86;   25.81
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2019*;    1.04;   19.61;   26.01
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2020*;    0.88;   17.18;   23.53
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2021*;    0.90;   17.99;   24.63
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2022*;    0.98;   18.43;   25.18
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Totaal;Waarde;2023*;    1.04;   18.69;   25.46
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;1999*;    0.08;   19.03;   28.07
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2003*;    0.10;   19.95;   28.36
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2007*;    0.14;   21.40;   29.08
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2011*;    0.18;   22.53;   29.33
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2015*;    0.23;   23.75;   29.57
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2019*;    0.28;   24.80;   29.88
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2020*;    0.22;   22.42;   27.12
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2021*;    0.22;   23.19;   27.92
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2022*;    0.25;   24.38;   29.42
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Van en naar het werk;Waarde;2023*;    0.27;   24.77;   30.24
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;1999*;    0.28;    7.53;   15.82
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2003*;    0.29;    7.67;   15.69
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2007*;    0.27;    7.79;   15.63
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2011*;    0.25;    7.96;   15.64
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2015*;    0.25;    7.86;   15.59
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2019*;    0.25;    8.06;   15.54
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2020*;    0.25;    6.94;   13.57
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2021*;    0.25;    7.21;   14.18
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2022*;    0.25;    7.55;   14.74
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2023*;    0.26;    7.76;   15.16
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;1999*;    0.36;   20.70;   31.11
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2003*;    0.36;   21.63;   31.36
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2007*;    0.33;   22.63;   31.70
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2011*;    0.30;   23.47;   31.89
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2015*;    0.29;   24.09;   31.97
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2019*;    0.29;   24.67;   31.88
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2020*;    0.22;   23.17;   31.81
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2021*;    0.23;   24.83;   33.84
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2022*;    0.26;   23.84;   32.13
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Vrije tijd;Waarde;2023*;    0.28;   23.52;   31.31
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;1999*;    0.22;   22.32;   26.63
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2003*;    0.23;   22.12;   26.42
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2007*;    0.23;   20.43;   26.03
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2011*;    0.22;   20.35;   25.81
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2015*;    0.21;   19.46;   25.33
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2019*;    0.21;   19.45;   25.21
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2020*;    0.19;   17.61;   22.84
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2021*;    0.20;   17.77;   23.47
